iteration,mean,std
0,-3810201.4915879183,9195.035155439398
10,-2157687.634440967,183352.8821158708
20,-1999331.337410771,176176.78725610618
30,-1909970.8539367325,157495.14593837666
40,-1789741.7023196958,179557.395702663
50,-1668372.477221442,213796.38910217246
60,-1649565.3900697422,218558.5819780414
70,-1616245.6893050992,231613.1126593734
80,-1561281.736361487,187484.66229083872
90,-1529995.3362188851,164207.20624219766
100,-1520467.3409980652,165754.65984306854
110,-1447129.3136520148,178757.2941941361
120,-1401758.2784717819,188934.32260913544
130,-1404989.9680941827,186446.50752002257
140,-1400231.6664654743,165352.05200522972
150,-1382329.0403914691,147240.75116218516
160,-1370985.4235702096,136263.42100008146
170,-1358567.3537191593,141577.0776588643
180,-1339583.9267096983,121368.5227628055
190,-1318787.793661114,125960.27806627254
200,-1319340.1867370573,117327.94173878696
210,-1307961.6761852244,99865.4554100146
220,-1303887.904259282,91642.54394801815
230,-1290923.9574480904,82721.10645764763
240,-1281804.203422793,90831.85659042744
250,-1286435.2464975026,81702.12648432764
260,-1284129.1339675018,81569.30255515347
270,-1280792.6720134406,90501.91250560935
280,-1289309.8675545112,84174.83532629568
290,-1281751.9885848288,82382.24139155036
300,-1282529.148979465,82221.65202229164
310,-1275309.7732610933,81019.25860134885
320,-1280037.4886975137,82635.79060111534
330,-1277113.488842547,81141.3780413435
340,-1279140.9378695076,88211.32853452425
350,-1278262.229477147,79513.17152999909
360,-1281110.5092709877,87189.84868173131
370,-1276932.2207232327,87020.91405359407
380,-1280963.2736554167,82342.08275647972
390,-1282335.486659234,83945.70979705449
400,-1280287.75274658,84883.55357301439
410,-1284141.341608384,92785.47455902117
420,-1282897.5086829828,78748.7362490883
430,-1281528.6552573221,77063.64816474999
440,-1275902.7959434674,80441.71852457132
450,-1269001.713709732,79788.59493061417
460,-1269723.1468948543,80041.82570791407
470,-1264194.3906937516,55587.20228073836
480,-1264429.6433422298,57141.55169889645
490,-1268381.8799375503,46070.346964648976
500,-1273594.5254892716,38207.128945206874
510,-1269221.1215452575,43109.897226547946
520,-1264960.3847633633,42159.82603991506
530,-1269283.4090981074,44182.59119250884
540,-1272203.1980803015,40110.21693559383
550,-1266639.9232009714,36152.914627521284
560,-1267277.4622052738,37653.2019206132
570,-1260902.148264467,33716.978497314085
580,-1255382.227072133,43395.02150537962
590,-1262300.4172608317,39600.96859672538
600,-1261699.757219854,37729.36065948537
610,-1255440.3008810808,40287.97029426246
620,-1263561.724507404,35735.89712713488
630,-1259685.203548088,36683.295450223544
640,-1261041.709054618,38496.74030908058
650,-1263557.9217737406,40846.253544383755
660,-1255494.7481654831,45447.32912551548
670,-1255822.598055932,49041.34245098312
680,-1255794.954542096,49780.40914927717
690,-1243480.3395213461,50403.37181889861
700,-1245189.6807019638,55373.112637383965
710,-1246476.054975373,61067.21473500613
720,-1246234.8212512054,61757.708716442874
730,-1252717.9324836056,59598.92579896071
740,-1247247.3842473298,58766.873183065974
750,-1239348.6926926873,55781.04214345697
760,-1236854.8290596914,55381.25502740928
770,-1246502.8954107321,55408.371095768096
780,-1246358.7677629287,68760.4920660551
790,-1236792.9089382372,58822.79498877551
800,-1239259.1581859721,66945.11419920831
810,-1242203.8207221944,66009.26573123106
820,-1239262.8016421632,57855.178381799575
830,-1235860.4480354278,62726.01385749387
840,-1234964.3864691406,63477.20763053232
850,-1236162.2412101075,56145.64626614433
860,-1232963.261959806,62182.74224681893
870,-1230243.2304643234,66934.54921329561
880,-1224725.5764276579,67475.40699248174
890,-1224188.5135884802,70026.06597465706
900,-1223267.2493063826,77124.85459561476
910,-1211095.58371554,69871.91852833002
920,-1205166.3836333377,75905.58964197198
930,-1208149.8757017334,66717.3431858966
940,-1203050.0508698127,61368.63122868406
950,-1206386.2920597484,62852.1703061269
960,-1200129.2400574428,69173.67064959237
970,-1205027.1904154026,67710.67094852921
980,-1197826.082575782,69239.71848144013
990,-1199698.9876163162,70245.37930143948
1000,-1194315.9255385303,74210.2494855195
1010,-1192824.675935016,66460.31917424608
1020,-1191174.4368267704,70502.30521395255
1030,-1183798.3258642093,66075.48932697877
1040,-1190801.9697868058,62181.12183297828
1050,-1190487.0166412974,67498.45664820918
1060,-1181469.4601804495,62611.10489010903
1070,-1186910.996341336,58733.691504310504
1080,-1175635.1390193603,78095.08669649997
1090,-1174849.1430112505,69660.4027511535
1100,-1168115.0310031427,69463.06753592788
1110,-1165763.3031449437,73074.16326100993
1120,-1178464.1553763493,81859.66290051289
1130,-1170572.4405774772,74421.70863704184
1140,-1167523.7170996633,74026.05639009914
1150,-1167190.3997000228,69219.3284964755
1160,-1176529.7833821415,73665.68921953328
1170,-1168838.1458293973,65506.71336078941
1180,-1172095.4019827866,69858.78312163099
1190,-1169388.966230912,65883.03590776742
1200,-1168405.2601342413,61834.02450539657
1210,-1168722.6679888465,66790.26074166533
1220,-1163114.343482015,84332.43615607065
1230,-1164448.7089086003,76580.93996036546
1240,-1151540.2540658095,75487.18398106529
1250,-1146359.0644006864,75487.24443595472
1260,-1154323.715477658,76283.23539598787
1270,-1142996.9800235038,78215.95450244952
1280,-1144168.1942352136,77990.9404419962
1290,-1139964.212076284,86248.1324754201
1300,-1147019.7836369767,79435.73842887247
1310,-1143795.1997533704,81137.26772236927
1320,-1140239.2482411747,80947.16704446898
1330,-1146575.3388372737,80884.25598377774
1340,-1136833.3381657326,77469.53372790977
1350,-1144657.602016251,77930.47837347067
1360,-1150028.2400864325,76281.7506136114
1370,-1141175.1272910603,82654.2792602524
1380,-1133138.3073233613,78321.22086729055
1390,-1141535.6479898202,73443.13386437624
1400,-1140037.6252831235,76417.78487356906
1410,-1139867.1429556122,78987.34586008042
1420,-1133974.3742027094,74243.19617520735
1430,-1135888.837846754,74367.6378719615
1440,-1135664.7695287399,74783.93049139772
1450,-1149150.1616333504,82035.4573336045
1460,-1145057.6867111577,82336.95661608387
1470,-1143922.8780308596,72577.37782907719
1480,-1144475.5117085166,77474.59808032087
1490,-1139843.8905608628,78492.447425865
1500,-1133906.1663128142,69161.49282561183
1510,-1142569.6728894587,74013.64974943247
1520,-1146443.941210134,73114.17550205678
1530,-1145353.0306845172,75912.66404649339
1540,-1139288.2455043653,82537.39764716817
1550,-1147338.3261760478,84981.11492855308
1560,-1143681.1603688358,90206.28079951782
1570,-1137508.8163003745,79224.4069978888
1580,-1137367.4640444184,79383.62486026196
1590,-1134159.7100353506,78321.6962571962
1600,-1148056.551757782,78752.24307392443
1610,-1143645.8298599734,71729.64078849593
1620,-1136996.3147494006,75725.06180034202
1630,-1137069.4059874215,69502.41608036103
1640,-1136331.5975970798,71019.19534988982
1650,-1138602.7929415542,71335.10162071491
1660,-1138800.9167726554,65773.31576323436
1670,-1141386.173225514,69189.85721170451
1680,-1131096.6496484592,69839.2969629499
1690,-1131019.410721875,76255.31574355913
1700,-1132093.5167490903,73470.58519169965
1710,-1138712.2049206397,73797.61151322923
1720,-1125965.4726304545,74429.47128645943
1730,-1136134.9432671287,72181.54111481208
1740,-1129351.7843365888,68017.62567826307
1750,-1136490.6353799237,78565.59343455412
1760,-1134245.399799277,74471.25204681566
1770,-1145316.2995628766,74596.44708817678
1780,-1142734.9186716715,78872.04646296152
1790,-1132517.7851318622,70421.86096770968
1800,-1136244.531826194,72890.31589182817
1810,-1133456.8341868601,72694.6014665062
1820,-1130079.1518076058,74029.55748974955
1830,-1135268.207701928,79530.79972728659
1840,-1131748.0651590587,65724.15803899788
1850,-1129399.0442788429,62925.78267248915
1860,-1131446.6841203826,61098.50174463347
1870,-1123853.9303266979,57880.0851141633
