iteration,mean,std
0,-165290.15770706808,1002.0693476146478
10,-163834.5764332922,75.50853877164982
20,-163579.92448987192,48.00349501373701
30,-163415.99774009536,41.24993694980291
40,-163286.43888509806,30.64766542078754
50,-163193.8153028186,26.326229698025095
60,-163119.75170968653,24.15459349882186
70,-163058.22073293728,17.005155781934675
80,-163016.2943987867,11.959020293916032
90,-162984.20123771718,19.34677122247329
100,-162964.37966882047,12.832079709446196
110,-162946.17287629328,8.021128259117216
120,-162942.19255675172,15.782167229078725
130,-162944.8809901169,11.243891785721543
140,-162949.1093612779,8.395003494256292
150,-162965.16684038102,9.691335761777164
160,-162985.3731191682,10.553795355163688
170,-163006.9692682112,9.474894334971891
180,-163046.08584748543,16.683823030174505
190,-163083.42763139898,21.46310420982234
200,-163126.58328049188,18.57791927545211
210,-163171.49891775905,13.931885554443678
220,-163221.21330322704,16.638899587736045
230,-163288.73829356805,24.294120367373147
240,-163351.97522665738,25.076771631301025
250,-163420.93932811305,27.2372683945331
260,-163492.7903970738,26.876654251852088
270,-163573.04883549083,31.67134876430625
280,-163647.12553212632,28.107465147024985
290,-163731.41420126063,25.53900562004038
300,-163821.15872141736,31.11597076996986
310,-163915.1411677505,33.892498061066284
320,-164017.60205931167,38.21719153002751
330,-164116.04179230012,36.579989081896706
340,-164219.67954695295,35.86783340639279
350,-164332.16279399733,30.142884199006033
360,-164451.48913675567,39.754992732324965
370,-164570.2262926743,40.04033471406859
380,-164696.27409139177,45.292381902197846
390,-164824.16628607045,36.58090835027851
400,-164891.39860052275,263.1094326561227
410,-164940.80916716813,511.2389522695658
420,-164892.874353896,988.6062259996626
430,-164801.18786369672,1315.0409246705206
440,-164426.5836412118,1899.592491485785
450,-164394.40458701522,2093.3590946212184
460,-164129.99217128658,2686.5318580978483
470,-164159.2139468813,2522.3233586913198
480,-164021.2997096765,2718.323011154951
490,-163679.66920036363,3221.9614970956845
500,-162942.96432636754,3671.1241837061925
510,-162241.12650695848,4297.809729847278
520,-162031.73582133529,4547.1337437986385
530,-161770.54507459013,4855.185183774525
540,-161721.99692763312,5000.882430929862
550,-161534.8973815854,5285.362476593198
560,-161424.16037482774,5477.892385761899
570,-161247.36652072385,5739.703466908819
580,-160963.5242198576,5677.914380687448
590,-161123.8638632371,5998.3555150151915
600,-161021.19837080745,6133.479301694466
610,-160824.07567620778,6360.976956374748
620,-160221.3385420896,6640.570703760283
630,-160118.9779407954,6666.039840927511
640,-159882.0456103792,6906.4622117796625
650,-159784.37031126465,7025.77105368943
660,-159455.32315738557,6973.522613599333
670,-159310.46988528376,7102.1824213818545
680,-158513.36724546546,7031.554684278002
690,-158366.03463960666,7078.343807767556
700,-158020.00338739023,7247.342699960467
710,-157921.0776052712,7337.902569587785
720,-157646.31198313815,7515.034894452112
730,-157512.09938718192,7632.1181437301875
740,-157369.82824937845,7708.444740816444
750,-157177.11093238436,7841.434978492855
760,-156221.88098773517,7346.515732387827
770,-155760.99451547378,7351.755994306524
780,-155350.1448134234,7350.181958098136
790,-155086.04915855685,7458.194078930046
800,-154831.30608320393,7577.995124559359
810,-154577.46746493754,7706.692242774782
820,-154344.38336899405,7806.133869005365
830,-154198.29414059978,7878.6325398123645
840,-154040.21381637393,7953.542912831198
850,-153848.65502415923,8068.858431871514
860,-153685.73257570213,8171.596718714271
870,-153470.19364109047,8290.429189452389
880,-153277.79463655927,8397.038656641009
890,-153195.89207504207,8443.26394833693
900,-153029.35996334025,8548.594901722096
910,-152798.58669309173,8650.249654738933
920,-152658.1804679862,8766.37209625644
930,-152359.50017143044,8890.549561104512
940,-152166.03913544732,9018.459629143328
950,-152066.39945359217,9079.79048470879
960,-151829.26579715288,9204.38295039635
970,-151799.52538708854,9249.438058385125
980,-151564.83689602575,9371.158622915922
990,-151409.374639579,9469.864920105381
1000,-151294.63116957937,9537.461359693405
1010,-150781.90420280874,9244.98040728224
1020,-150939.63636463985,9491.591716040944
1030,-150538.9820141702,9314.07791408503
1040,-150094.83213584998,9104.811002808377
1050,-149730.9232571064,9146.608222943969
