iteration,mean,std
0,-5806754.181586056,2279.9253653593173
10,-5799275.757957663,22.52710421332805
20,-5799263.028150244,0.5849389883676369
30,-5799262.835813646,0.21077807179273642
40,-5799262.821030306,0.17838570940332432
50,-5799262.826132106,0.20066056236352528
60,-5799262.830366863,0.21911934004527234
70,-5799262.832468726,0.22828114709611183
80,-5799262.833856794,0.2343315987641405
90,-5799262.835173214,0.24006973885003485
100,-5799262.836480288,0.24576714686140136
110,-5799262.837731664,0.2512217515846187
120,-5799262.838900466,0.2563164454410737
130,-5799262.839980198,0.2610228839902222
140,-5799262.840962864,0.2653062286571252
150,-5799262.84184344,0.26914457647597034
160,-5799273.905114833,48.492826562556985
170,-5799262.780118944,9.911903297786031e-05
180,-5799262.780110166,6.415459448523633e-05
190,-5799262.780097051,3.22757865942945e-05
200,-5799262.780097051,3.22757865942945e-05
210,-5799262.780097051,3.227558361916008e-05
220,-5799262.78009705,3.2272538954520084e-05
230,-5799262.78009705,3.2272538954520084e-05
240,-5799262.78009705,3.2272538954520084e-05
250,-5799262.78009705,3.2272538954520084e-05
260,-5799262.780097051,3.2274162795101065e-05
270,-5799262.7800970515,3.2280658036488386e-05
280,-5799262.78009705,3.227193002851262e-05
290,-5799262.780097045,3.2252038274197324e-05
300,-5799262.780097042,3.2240671553254665e-05
310,-5799262.780097041,3.2237423915354855e-05
320,-5799262.780097039,3.222565127798816e-05
330,-5799262.780097039,3.222565127798816e-05
340,-5799262.78013154,0.00010056559654302477
350,-5799438.286570073,743.1684767494049
360,-5799377.140341367,357.44062579618344
370,-5799407.428880081,530.4664578827974
380,-5799401.392366652,601.3086877110487
390,-5799409.355968003,465.0296298660647
400,-5799272.545385827,30.01398168551603
410,-5799272.799739821,27.589407663224595
420,-5799275.894619802,47.29596659199163
430,-5799265.111724502,9.419556546143973
440,-5799262.894850538,0.4396309062955082
450,-5799280.482653381,73.24436743776971
460,-5799263.074249066,0.8878091289633129
470,-5799262.780135358,0.00014970257714731191
480,-5799262.780092144,1.0889515815151134e-05
490,-5799262.780089646,9.313225746154785e-10
500,-5799262.780089646,9.313225746154785e-10
510,-5799262.780108335,8.146524471286714e-05
520,-5799286.670160137,104.13440302455575
530,-5799263.543138279,3.3260518762019204
540,-5799262.7801163215,0.00011627418485810646
550,-5799262.780114758,0.00010946146316629353
560,-5799262.780089646,9.313225746154785e-10
570,-5799262.780089646,9.313225746154785e-10
580,-5799262.780089646,9.313225746154785e-10
590,-5799262.780089646,9.313225746154785e-10
600,-5799262.780089646,9.313225746154785e-10
610,-5799262.780089646,9.313225746154785e-10
620,-5799262.780089646,9.313225746154785e-10
630,-5799262.780089646,9.313225746154785e-10
640,-5799262.780089646,9.313225746154785e-10
650,-5799262.780089646,9.313225746154785e-10
660,-5799262.780089646,9.313225746154785e-10
670,-5799262.780089646,9.313225746154785e-10
680,-5799262.780089646,9.313225746154785e-10
690,-5799262.780089646,9.313225746154785e-10
700,-5799262.780089646,9.313225746154785e-10
710,-5799262.780089646,9.313225746154785e-10
720,-5799262.7801021915,5.1031590590385116e-05
730,-5799344.01580636,354.0981219860232
740,-5799292.110316938,120.49112489332977
750,-5799335.723480763,205.93962684384493
760,-5799280.905412158,68.71311078058247
770,-5799290.36482562,114.95777987475462
780,-5799467.985299017,641.6859465533018
790,-5799280.1176132355,69.97158335151765
800,-5799310.845477836,164.79266488707003
810,-5799266.354104022,11.302217399105908
820,-5799269.717458203,18.01859106598125
830,-5799262.964640229,0.4427449465228605
840,-5799262.967067252,0.44800108427387814
850,-5799262.970831091,0.45628203174735565
860,-5799262.974724446,0.46502808149680047
870,-5799262.978108376,0.47275678759542233
880,-5799262.980918223,0.4792672238026768
890,-5799262.9832833875,0.48472725039458064
900,-5799311.168492377,209.9797116950291
910,-5799264.208461597,5.300662338714298
920,-5799263.166468244,0.8815320443229879
930,-5799262.98901991,0.49867975106631607
940,-5799262.989715341,0.5005680412185813
950,-5799262.990190199,0.501907220322627
960,-5799262.990440859,0.5027511572873696
970,-5799262.990476076,0.5031308184013995
980,-5799262.990305792,0.5030766667494306
990,-5799262.989936119,0.50261008835113
1000,-5799262.989381539,0.501774060278248
